ID,Name,Description,Dataset_ID,Category,Type,Units,Source,Changes,Notes
SCCS49,Elimination Control - Childhood Developmental Order,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS50,Covering Genitals - Childhood Developmental Order,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS51,"Non-maternal Relationships, Infancy","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS52,"Non-maternal Relationships, Early Childhood","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS53,"Role of Father, Infancy","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS54,"Role of Father, Early Childhood","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS55,"Principal Relationships, Infancy Caretakers and Companions","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS56,"Principal Relationships, Early Childhood Caretakers and Companions","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS57,"General Indulgence, Infancy (Taking 51 and 52 into Account)","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS58,"General Indulgence, Infancy - Modifiers of General Scale Types","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS59,"General Indulgence, Early Childhood (Taking 51 and 52 into Account)","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS60,"General Indulgence, Early Childhood - Modifiers of General Scale Types","Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. 

Barry, H., & Paxson, L. M. (1971). Infancy and early childhood: Cross-cultural codes 2. Ethnology, 10(4), 466-508.",SCCS,"Infancy,Childhood",Categorical,,barry1971infancy,,"Variables 23-32 deal with infancy only, from the first year until the transition to early childhood (see 38-39, 42, 44), usually at 12-18 months.The early and late infancy periods of variables 24-27 refer to the first few months after birth versus the period after crawling begins,usually around 9 months. Variables 33-38 include both infancy and early childhood, the latter usually to the age of 4-5 years. Variables 39-50 deal with the transition to childhood, around 12-18 months.Variables 51-60 provide a comparison of infancy and childhood. "
SCCS61,Fixity of Settlement,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS62,Compactness of Settlement,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS63,Community Size,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS64,Population Density (from Murdock and Wilson Data),"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS65,Types of Dwelling,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS66,Large or Impressive Structures,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS67,Household Form,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS68,"Form of Family (See 79, 80)","Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS69,Marital Residence,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS70,Descent - Membership in Corporate Kinship Groups,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS71,"Descent Groups, Location of Core Gender Group","Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS72,Intercommunity Marriage,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS73,Community Integration,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS74,Prominent Community Ceremonials,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS75,Ceremonial Elements,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS76,Community Leadership,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS77,"Local Political Succession, Primary","Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS78,"Local Political Succession, Secondary","Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS79,Polygamy,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS80,Family Size,"Murdock, G. P., & Wilson, S. F. (1972). Settlement patterns and community organization: Cross-cultural codes 3. Ethnology, 11(3), 254-295.",SCCS,"Settlement,Community",Categorical,,murdock1972settlement,,
SCCS81,Political Autonomy,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS82,Trend in Autonomy,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS83,Levels of Sovereignty,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS84,Higher Political Organization,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS85,Executive,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS86,Selection of Executive,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS87,Deliberative and Consultative Bodies,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS88,Advisory Bodies,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS89,Judiciary,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS90,Police,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS91,Administrative Hierarchy,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS92,Selection of Subordinate Officials,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS93,Political Power - Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS94,Political Power - Second Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS95,Political Power - Third Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS96,Political Power - Fourth Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS97,Political Power - Fifth Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS98,Political Power - Sixth Most Important Source,"Tuden, A., & Marshall, C. (1972). Political organization: Cross-cultural codes 4. Ethnology, 11(4), 436-464.",SCCS,Politics,Categorical,,tuden1972political,,
SCCS99,Food Collection: Vegetal (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS100,"Food Collection: Eggs, Insects, and/or Small Land Fauna (sexual division of labor)","Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS101,Food Collection: Shellfish/Small Aquatic Fauna (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS102,Food Collection: Honey (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS103,Food Collection: Fowling (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS104,Food Collection: Fishing (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS105,Food Collection: Trapping (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS106,Food Collection: Large Land Fauna (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS107,Food Collection: Large Aquatic Fauna (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS108,Food Production: Land Clearance (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS109,Food Production: Soil Preparation (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS110,Food Production: Planting (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS111,Food Production: Crop Tending (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS112,Food Production: Harvesting (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS113,Food Production: Small Domestic Animals (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS114,Food Production: Large Domestic Animals (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS115,Food Production: Milking (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS116,Food Preparation: Vegetal: Food Preparation (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS117,Food Preparation: Butchering (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS118,Food Preparation: Preservation (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS119,Food Preparation: Drinks (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS120,Food Preparation: Dairy (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS121,Food Preparation: Cooking (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS122,Extractive Industries: Mining/Quarrying (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS123,Extractive Industries: Fuel Gathering (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS124,Extractive Industries: Lumbering (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS125,Extractive Industries: Water Fetching (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS126,Intermediate Processing: Skins (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS127,Intermediate Processing: Spinning (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS128,Intermediate Processing: Loom Weaving (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS129,Intermediate Processing: Smelting (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS130,Manufacturing: Matmaking (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS131,Manufacturing: Netmaking (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
SCCS132,Manufacturing: Basketmaking (sexual division of labor),"Murdock, G. P., & Provost, C. (1973). Factors in the division of labor by sex: A cross-cultural analysis. Ethnology, 12(2), 203-225.",SCCS,"Economy,Labour",Categorical,,murdock1973factors,,
