ID,Var_ID,Name,Description,ord
EA027-5,EA027,Iroquois,"Iroquois, i.e., FaSiCh equated with MoBrCh but differentiated from both siblings and parallel cousins",5
EA027-6,EA027,Omaha,"Omaha, i.e., MoBrCh equated with MoBr or Mo and/or FaSiCh with SiCh(ms) or Ch",6
EA027-7,EA027,Sudanese,"Sudanese, i.e., FaSiCh and MoBrCh distinguished alike from siblings, parallel cousins, and each other but without conforming to either the Crow, the descriptive, or the Omaha patterns",7
EA027-8,EA027,Mixed,"Mixed or variant patterns not adequately represented by any of the foregoing symbols. The details are given under ""Classification by Clusters.""",8
EA027-NA,EA027,Missing data,Missing data,99
EA028-1,EA028,No agriculture,Complete absence of agriculture,1
EA028-2,EA028,Casual,"Casual agriculture, i.e., the slight or sporadic cultivation of food or other plants incidental to a primary dependence upon other subsistence practices",2
EA028-3,EA028,Extensive/shifting,"Extensive or shifting cultivation, as where new fields are cleared annually, cultivated for a year or two, and then allowed to revert to forest or brush for a long fallow period",3
EA028-4,EA028,Horticulture,"Horticulture, i.e., semi-intensive agriculture limited mainly to vegetable gardens or groves of fruit trees rather than the cultivation of field crops",4
EA028-5,EA028,Intensive,"Intensive agriculture on permanent fields, utilizing fertilization by compost or animal manure, crop rotation, or other techniques so that fallowing is either unnecessary or is confined to relatively short periods",5
EA028-6,EA028,Intensive irrigated,Intensive cultivation where it is largely dependent upon irrigation,6
EA028-NA,EA028,Missing data,Missing data,99
EA029-1,EA029,No agriculture,No agriculture,1
EA029-2,EA029,Non-food,"Non-food crops only, e.g., cotton or tobacco",2
EA029-3,EA029,Vegetables,"Vegetables, e.g., cucurbits, greens, or legumes, when more important than other crops",3
EA029-4,EA029,Tree-fruits,"Tree fruits, e.g., bananas, breadfruit, coconuts, or dates, when more important than cereal grains and root crops. Sago, unless specifically reported to be cultivated, is treated as a gathered product rather than a cultivated one",4
EA029-5,EA029,Roots/tubers,"Roots or tubers, e.g., manioc, potatoes, taro, or yams, when more important than cereal grains and at least as important as tree crops or vegetables",5
EA029-6,EA029,Cereals,"Cereal grains, e.g., maize, millet, rice, or wheat, when at least as important as any other type of crop",6
EA029-NA,EA029,Missing data,Missing data,99
EA030-1,EA030,Nomadic,Fully migratory or nomadic bands,1
EA030-2,EA030,Seminomadic,"Seminomadic communities whose members wander in bands for at least half of the year but occupy a fixed settlement at some season or seasons, e.g., recurrently occupied winter quarters",2
EA030-3,EA030,Semisedentary,"Semisedentary communities whose members shift from one to another fixed settlement at different seasons or who occupy more or less permanently a single settlement from which a substantial proportion of the population departs seasonally to occupy shifting camps, e.g., during transhumance",3
EA030-4,EA030,Impermanent,"Compact but impermanent settlements, i.e., villages whose location is shifted every few years",4
EA030-5,EA030,Dispersed homesteads,Neighborhoods of dispersed family homesteads,5
EA030-6,EA030,Hamlets,Separated hamlets where several such form a more or less permanent single community,6
EA030-7,EA030,Villages/towns,"Compact and relatively permanent settlements, i.e., nucleated villages or towns",7
EA030-8,EA030,Complex permanent,Complex settlements consisting of a nucleated village or town with outlying homesteads or satellite hamlets. Urban aggregations of population are not separately indicated since EA031 deals with community size,8
EA030-NA,EA030,Missing data,Missing data,99
EA031-1,EA031,<50,Fewer than 50 persons,1
EA031-2,EA031,50-99,From 50 to 99 persons,2
EA031-3,EA031,100-199,From 100 to 199 persons,3
EA031-4,EA031,200-399,From 200 to 399 persons,4
EA031-5,EA031,400-1000,"From 400 to 1,000 persons",5
EA031-6,EA031,1000-5000,"More than 1,000 persons in the absence of indigenous urban aggregations of more than 5,000",6
EA031-7,EA031,5000-50000,"One or more indigenous towns of more than 5,000 inhabitants but none of more than 50,000",7
EA031-8,EA031,50000+,"One or more indigenous cities with more than 50,000 inhabitants",8
EA031-NA,EA031,Missing data,Missing data,99
EA032-2,EA032,Independent families,Independent families (may be nuclear or polygynous),2
EA032-3,EA032,Extended families,Extended families,3
EA032-4,EA032,Clan-barrios,Clan-barrios,4
EA032-NA,EA032,Missing data,Missing data,99
EA033-1,EA033,Acephalous,"No political authority beyond community (e.g., autonomous bands and villages)",1
EA033-2,EA033,One level,"One level (e.g., petty chiefdoms)",2
EA033-3,EA033,Two levels,"Two levels (e.g., larger chiefdoms)",3
EA033-4,EA033,Three levels,"Three levels (e.g., states)",4
EA033-5,EA033,Four levels,"Four levels (e.g., large states)",5
EA033-NA,EA033,Missing data,Missing data,99
EA034-1,EA034,Absent,A high god absent or not reported in substantial descriptions of religious beliefs,1
EA034-2,EA034,Otiose,A high god present but otiose or not concerned with human affairs,2
EA034-3,EA034,"Active, but not supporting morality",A high god present and active in human affairs but not offering positive support to human morality,3
EA034-4,EA034,"Active, supporting morality","A high god present, active, and specifically supportive of human morality",4
EA034-NA,EA034,Missing data,Missing data,99
EA035-1,EA035,No games,No games of any of the three types,1
EA035-2,EA035,Physical skill only,"Games of physical skill only, whether or not they may also involve incidental elements of chance or strategy, e.g., foot racing, wrestling, the hoop-and-pole game",2
EA035-3,EA035,Chance only,"Games of chance only, with no significant element of either physical skill or strategy involved, e.g., dice games",3
EA035-4,EA035,Physical skill and chance,Games of physical skill and of chance both present,4
EA035-5,EA035,Strategy only,"Games of strategy only, involving no significant element of physical skill, e.g., chess, go, poker. Whether or not an element of chance is also involved is considered irrelevant",5
EA035-6,EA035,Strategy and physical skill,"Games of physical skill and of strategy present, but not games of chance",6
EA035-7,EA035,Strategy and chance,"Games of chance and of strategy present, but not games of physical skill",7
EA035-8,EA035,All types,Games of all three types present,8
EA035-NA,EA035,Missing data,Missing data,99
EA036-1,EA036,No taboo,"No taboo, especially where the husband is expected to have intercourse with his wife as soon as possible after childbirth for the alleged benefit of the child",1
EA036-2,EA036,Up to one month,"Short post-partum taboo, lasting not more than one month",2
EA036-3,EA036,One to six months,Duration of from more than a month to six months,3
EA036-4,EA036,Six months to a year,Duration of from more than six months to one year,4
EA036-5,EA036,A year to two years,Duration of from more than one year to two years,5
EA036-6,EA036,More than two years,Duration of more than two years,6
EA036-NA,EA036,Missing data,Missing data,99
EA037-1,EA037,Absent,Absent or not generally practiced,1
EA037-2,EA037,Shortly after birth,"Performed shortly after birth, i.e., within the first two months",2
EA037-3,EA037,Infancy ,"Performed during infancy, i.e., from two months to two years of age",3
EA037-4,EA037,Early childhood,"Performed during early childhood, i.e., from two to five years of age",4
EA037-5,EA037,Late childhood,"Performed during late childhood, i.e., from six to ten years of age",5
EA037-6,EA037,Adolescence,"Performed during adolescence, i.e., from eleven to fifteen years of age",6
EA037-7,EA037,Early adulthood,"Performed during early adulthood, i.e., from sixteen to 25 years of age",7
EA037-8,EA037,Maturity,"Performed during maturity, i.e., from 25 to 50 years of age",8
EA037-9,EA037,Old age,"Performed in old age, i.e., after 50 years of age",9
EA037-10,EA037,"Customary, age unclear","Circumcision customary, but the normal age is unspecified or unclear",10
EA037-NA,EA037,Missing data,Missing data,99
EA038-1,EA038,No segregation,"Absence of segregation, adolescent boys residing and sleeping in the same dwelling as their mothers and sisters",1
EA038-2,EA038,Partial,"Partial segregation, adolescent boys residing or eating with their natal families but sleeping apart from them, e.g., in a special hut or in a cattle shed",2
EA038-3,EA038,Complete: outside nuclear family,"Complete segregation, in which adolescent boys go to live as individuals with relatives outside the nuclear family, e.g., with grandparents or with a maternal or paternal uncle",3
EA038-4,EA038,Complete: outside kin,"Complete segregation, in which adolescent boys go to live as individuals with non-relatives, e.g., as retainers to a chief or as apprentices to specialists",4
EA038-5,EA038,Complete: own peers,"Complete segregation, in which boys reside with a group of their own peers, e.g., in bachelor dormitories, military regiments, or age-villages",5
EA038-NA,EA038,Missing data,Missing data,99
EA039-1,EA039,Absent,Absent (no plow animals),1
EA039-2,EA039,Not aboriginal but present,Plow cultivation not aboriginal but well established at the period of observation,2
EA039-3,EA039,Present,Animals employed in plow cultivation prior to the contact period,3
EA039-NA,EA039,Missing data,Missing data,99
EA040-1,EA040,Absence or near absence,"Absence or near absence of domestic animals other than bees, eats, dogs, fowl, guinea pigs, or the like",1
EA040-2,EA040,Pigs,Pigs the only domestic animals of consequence,2
EA040-3,EA040,Sheep/goats,Sheep and/or goats when larger domestic animals are absent or much less important,3
EA040-4,EA040,Equine,"Equine animals, e.g., horses, donkeys",4
EA040-5,EA040,Deer,"Deer, e.g., reindeer",5
EA040-6,EA040,Camelids,"Camels or other animals of related genera, e.g., alpacas, llamas",6
EA040-7,EA040,Bovine,"Bovine animals, e.g., cattle, mithun, water buffaloes, yaks",7
EA040-NA,EA040,Missing data,Missing data,99
EA041-1,EA041,Absence or near absence,Absence or near absence of milking,1
EA041-2,EA041,More than sporadically,Domestic animals milked more often than sporadically,2
EA041-NA,EA041,Missing data,Missing data,99
EA042-1,EA042,Gathering,Gathering contributes most,1
EA042-2,EA042,Fishing,Fishing contributes most,2
EA042-3,EA042,Hunting,Hunting contributes most,3
EA042-4,EA042,Pastoralism,Pastoralism contributes most,4
EA042-5,EA042,Casual agriculture,Casual agriculture contributes most,5
EA042-6,EA042,Extensive agriculture,Extensive agriculture contributes most,6
EA042-7,EA042,Intensive agriculture,Intensive agriculture contributes most,7
EA042-8,EA042,Two or more sources,Two or more sources contribute equally,8
EA042-9,EA042,"Agriculture, type unknown","Agriculture contributes most, type unknown",9
EA042-NA,EA042,Missing for at least 1 activity,Missing data for at least one subsistence activity,99
EA043-1,EA043,Patrilineal,"Patrilineal (EA017 > 1, EA019 = 1, EA021 = 9)",1
EA043-2,EA043,Duolateral,"Duolateral (EA017 > 1, EA019 > 1, EA021 = 9 or EA021 = 0)",2
EA043-3,EA043,Matrilineal,"Matrilineal (EA017 = 1, EA019 > 1, EA021 = 9)",3
EA043-4,EA043,Quasi-lineages,"Quasi-lineages (EA017 = 1, EA019 = 1, EA021 = 6)",4
EA043-5,EA043,Ambilineal,"Ambilineal (EA017 = 1, EA019 = 1, EA021 = 3 or EA021 = 4 or EA021 = 5)",5
EA043-6,EA043,Bilateral,"Bilateral (EA017 = 1, EA019 = 1, EA021 = 1 or EA021 = 2)",6
EA043-7,EA043,Mixed,"Mixed (EA017  and/or EA019 > 1,and EA021 not equal to 9)",7
EA043-NA,EA043,Missing data,Missing data,99
EA044-1,EA044,Males alone,"Males alone perform the activity, female participation being negligible",1
EA044-2,EA044,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA044-3,EA044,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA044-4,EA044,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA044-5,EA044,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA044-6,EA044,Females alone,"Females alone perform the activity, male participation being negligible",6
EA044-7,EA044,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA044-8,EA044,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA044-9,EA044,Activity is absent,The activity is absent or unimportant in the particular society,9
EA044-NA,EA044,Missing data,Missing data,99
EA045-1,EA045,Males alone,"Males alone perform the activity, female participation being negligible",1
EA045-2,EA045,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA045-3,EA045,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA045-4,EA045,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA045-5,EA045,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA045-6,EA045,Females alone,"Females alone perform the activity, male participation being negligible",6
EA045-7,EA045,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA045-8,EA045,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA045-9,EA045,Activity is absent,The activity is absent or unimportant in the particular society,9
EA045-NA,EA045,Missing data,Missing data,99
EA046-1,EA046,Males alone,"Males alone perform the activity, female participation being negligible",1
EA046-2,EA046,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA046-3,EA046,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA046-4,EA046,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA046-5,EA046,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA046-6,EA046,Females alone,"Females alone perform the activity, male participation being negligible",6
EA046-7,EA046,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA046-8,EA046,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA046-9,EA046,Activity is absent,The activity is absent or unimportant in the particular society,9
EA046-NA,EA046,Missing data,Missing data,99
EA047-1,EA047,Males alone,"Males alone perform the activity, female participation being negligible",1
EA047-2,EA047,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA047-3,EA047,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA047-4,EA047,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA047-5,EA047,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA047-6,EA047,Females alone,"Females alone perform the activity, male participation being negligible",6
EA047-7,EA047,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA047-8,EA047,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA047-9,EA047,Activity is absent,The activity is absent or unimportant in the particular society,9
EA047-NA,EA047,Missing data,Missing data,99
EA048-1,EA048,Males alone,"Males alone perform the activity, female participation being negligible",1
EA048-2,EA048,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA048-3,EA048,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA048-4,EA048,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA048-5,EA048,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA048-6,EA048,Females alone,"Females alone perform the activity, male participation being negligible",6
EA048-7,EA048,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA048-8,EA048,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA048-9,EA048,Activity is absent,The activity is absent or unimportant in the particular society,9
EA048-NA,EA048,Missing data,Missing data,99
EA049-1,EA049,Males alone,"Males alone perform the activity, female participation being negligible",1
EA049-2,EA049,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA049-3,EA049,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA049-4,EA049,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA049-5,EA049,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA049-6,EA049,Females alone,"Females alone perform the activity, male participation being negligible",6
EA049-7,EA049,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA049-8,EA049,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA049-9,EA049,Activity is absent,The activity is absent or unimportant in the particular society,9
EA049-NA,EA049,Missing data,Missing data,99
EA050-1,EA050,Males alone,"Males alone perform the activity, female participation being negligible",1
EA050-2,EA050,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA050-3,EA050,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA050-4,EA050,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA050-5,EA050,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA050-6,EA050,Females alone,"Females alone perform the activity, male participation being negligible",6
EA050-7,EA050,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA050-8,EA050,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA050-9,EA050,Activity is absent,The activity is absent or unimportant in the particular society,9
EA050-NA,EA050,Missing data,Missing data,99
EA051-1,EA051,Males alone,"Males alone perform the activity, female participation being negligible",1
EA051-2,EA051,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA051-3,EA051,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA051-4,EA051,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA051-5,EA051,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA051-6,EA051,Females alone,"Females alone perform the activity, male participation being negligible",6
EA051-7,EA051,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA051-8,EA051,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA051-9,EA051,Activity is absent,The activity is absent or unimportant in the particular society,9
EA051-NA,EA051,Missing data,Missing data,99
EA052-1,EA052,Males alone,"Males alone perform the activity, female participation being negligible",1
EA052-2,EA052,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA052-3,EA052,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA052-4,EA052,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA052-5,EA052,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA052-6,EA052,Females alone,"Females alone perform the activity, male participation being negligible",6
EA052-7,EA052,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA052-8,EA052,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA052-9,EA052,Activity is absent,The activity is absent or unimportant in the particular society,9
EA052-NA,EA052,Missing data,Missing data,99
EA053-1,EA053,Males alone,"Males alone perform the activity, female participation being negligible",1
EA053-2,EA053,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA053-3,EA053,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA053-4,EA053,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA053-5,EA053,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA053-6,EA053,Females alone,"Females alone perform the activity, male participation being negligible",6
EA053-7,EA053,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA053-8,EA053,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA053-9,EA053,Activity is absent,The activity is absent or unimportant in the particular society,9
EA053-NA,EA053,Missing data,Missing data,99
EA054-1,EA054,Males alone,"Males alone perform the activity, female participation being negligible",1
EA054-2,EA054,"Both, males more","Both sexes participate, but males do appreciably more than females",2
EA054-3,EA054,Differentiated but equal,Differentiation of specific tasks by sex but approximately equal participation by both sexes in the total activity,3
EA054-4,EA054,Equal participation,Equal participation by both sexes without marked or reported differentiation in specific tasks,4
EA054-5,EA054,"Both, females more","Both sexes participate, but females do appreciably more than males",5
EA054-6,EA054,Females alone,"Females alone perform the activity, male participation being negligible",6
EA054-7,EA054,Sex irrelevant,"Sex participation irrelevant, especially where production is industrialized",7
EA054-8,EA054,"Activity present, sex diff. unspecified","The activity is present, but sex participation is unspecified in the sources consulted",8
EA054-9,EA054,Activity is absent,The activity is absent or unimportant in the particular society,9
EA054-NA,EA054,Missing data,Missing data,99
EA055-1,EA055,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA055-2,EA055,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA055-3,EA055,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA055-4,EA055,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA055-9,EA055,Most adults,"Normally performed by many or most adult men, women, or both",9
EA055-10,EA055,Activity is absent,The activity is absent or unimportant in the particular society,10
EA055-NA,EA055,Missing data,Missing data,99
EA056-1,EA056,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA056-2,EA056,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA056-3,EA056,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA056-4,EA056,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA056-9,EA056,Most adults,"Normally performed by many or most adult men, women, or both",9
EA056-10,EA056,Activity is absent,The activity is absent or unimportant in the particular society,10
EA056-NA,EA056,Missing data,Missing data,99
EA057-1,EA057,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA057-2,EA057,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA057-3,EA057,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA057-4,EA057,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA057-9,EA057,Most adults,"Normally performed by many or most adult men, women, or both",9
EA057-10,EA057,Activity is absent,The activity is absent or unimportant in the particular society,10
EA057-NA,EA057,Missing data,Missing data,99
EA058-1,EA058,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA058-2,EA058,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA058-3,EA058,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA058-4,EA058,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA058-9,EA058,Most adults,"Normally performed by many or most adult men, women, or both",9
EA058-10,EA058,Activity is absent,The activity is absent or unimportant in the particular society,10
EA058-NA,EA058,Missing data,Missing data,99
EA059-1,EA059,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA059-2,EA059,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA059-3,EA059,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA059-4,EA059,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA059-9,EA059,Most adults,"Normally performed by many or most adult men, women, or both",9
EA059-10,EA059,Activity is absent,The activity is absent or unimportant in the particular society,10
EA059-NA,EA059,Missing data,Missing data,99
EA060-1,EA060,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA060-2,EA060,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA060-3,EA060,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA060-4,EA060,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA060-9,EA060,Most adults,"Normally performed by many or most adult men, women, or both",9
EA060-10,EA060,Activity is absent,The activity is absent or unimportant in the particular society,10
EA060-NA,EA060,Missing data,Missing data,99
EA061-1,EA061,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA061-2,EA061,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA061-3,EA061,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA061-4,EA061,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA061-9,EA061,Most adults,"Normally performed by many or most adult men, women, or both",9
EA061-10,EA061,Activity is absent,The activity is absent or unimportant in the particular society,10
EA061-NA,EA061,Missing data,Missing data,99
EA062-1,EA062,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA062-2,EA062,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA062-3,EA062,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA062-4,EA062,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA062-9,EA062,Most adults,"Normally performed by many or most adult men, women, or both",9
EA062-10,EA062,Activity is absent,The activity is absent or unimportant in the particular society,10
EA062-NA,EA062,Missing data,Missing data,99
EA063-1,EA063,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA063-2,EA063,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA063-3,EA063,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA063-4,EA063,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA063-9,EA063,Most adults,"Normally performed by many or most adult men, women, or both",9
EA063-10,EA063,Activity is absent,The activity is absent or unimportant in the particular society,10
EA063-NA,EA063,Missing data,Missing data,99
EA064-1,EA064,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA064-2,EA064,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA064-3,EA064,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA064-4,EA064,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA064-9,EA064,Most adults,"Normally performed by many or most adult men, women, or both",9
EA064-10,EA064,Activity is absent,The activity is absent or unimportant in the particular society,10
EA064-NA,EA064,Missing data,Missing data,99
EA065-1,EA065,Junior age,"Junior age specialization, i.e., the activity is largely performed by boys and/or girls before the age of puberty",1
EA065-2,EA065,Senior age,"Senior age specialization, i.e., the activity is largely performed by men and/or women beyond the prime of life",2
EA065-3,EA065,Craft,"Craft specialization, i.e., the activity is largely performed by a small minority of adult males or females who possess specialized skills. Occupational castes are treated as instances of craft specialization",3
EA065-4,EA065,Industrial,"Industrial specialization, i.e., the activity is largely removed from the domain of a division of labor by sex, age, or craft specialization and is performed industrialized mainly by techniques of production",4
EA065-9,EA065,Most adults,"Normally performed by many or most adult men, women, or both",9
EA065-10,EA065,Activity is absent,The activity is absent or unimportant in the particular society,10
EA065-NA,EA065,Missing data,Missing data,99
EA066-1,EA066,Absence of distinctions,"Absence of significant class distinctions among freemen (slavery is treated in EA070), ignoring variations in individual repute achieved through skill, valor, piety, or wisdom",1
EA066-2,EA066,Wealth distinctions,"Wealth distinctions, based on the possession or distribution of property, present and socially important but not crystallized into distinct and hereditary social classes",2
EA066-3,EA066,Elite stratification,"Elite stratification, in which an elite class derives its superior status from, and perpetuates it through, control over scarce resources, particularly land, and is thereby differentiated from a property-less proletariat or serf class",3
EA066-4,EA066,Dual stratification,"Dual stratification into a hereditary aristocracy and a lower class of ordinary commoners or freemen, where traditionally ascribed noble status is at least as decisive as control over scarce resources",4
EA066-5,EA066,Complex stratification,Complex stratification into social classes correlated in large measure with extensive differentiation of occupational statuses,5
EA066-NA,EA066,Missing data,Missing data,99
EA067-1,EA067,Absence of distinctions,"Absence of significant class distinctions among freemen (slavery is treated in EA070), ignoring variations in individual repute achieved through skill, valor, piety, or wisdom",1
EA067-2,EA067,Wealth distinctions,"Wealth distinctions, based on the possession or distribution of property, present and socially important but not crystallized into distinct and hereditary social classes",2
